psetID,taskID,taskName,student,timestamp
ps01,task1,debugNumsFixed,s059,20190205-135107
ps01,task1,debugNumsFixed,s059,20190205-135443
ps01,task1,debugNumsFixed,s060,20190205-175611
ps01,task1,debugNumsFixed,s060,20190205-180648
ps01,task1,debugNumsFixed,s061,20190205-192333
ps01,task1,debugNumsFixed,s062,20190204-144634
ps01,task1,debugNumsFixed,s062,20190204-145125
ps01,task1,debugNumsFixed,s062,20190204-145645
ps01,task1,debugNumsFixed,s062,20190204-150134
ps01,task1,debugNumsFixed,s062,20190204-150301
ps01,task1,debugNumsFixed,s062,20190204-150419
ps01,task1,debugNumsFixed,s062,20190204-150845
ps01,task1,debugNumsFixed,s062,20190204-152222
ps01,task1,debugNumsFixed,s062,20190204-193816
ps01,task1,debugNumsFixed,s062,20190204-200834
ps01,task1,debugNumsFixed,s063,20190204-150102
ps01,task1,debugNumsFixed,s063,20190204-151430
ps01,task1,debugNumsFixed,s063,20190204-151641
ps01,task1,debugNumsFixed,s063,20190204-193115
ps01,task1,debugNumsFixed,s063,20190204-212715
ps01,task1,debugNumsFixed,s063,20190204-213508
ps01,task1,debugNumsFixed,s063,20190205-000003
ps01,task1,debugNumsFixed,s063,20190205-000203
ps01,task1,debugNumsFixed,s063,20190206-123642
ps01,task1,debugNumsFixed,s064,20190205-010050
ps01,task1,debugNumsFixed,s064,20190205-164441
ps01,task1,debugNumsFixed,s064,20190205-165429
ps01,task1,debugNumsFixed,s064,20190205-165626
ps01,task1,debugNumsFixed,s065,20190205-185725
ps01,task1,debugNumsFixed,s065,20190205-190434
ps01,task1,debugNumsFixed,s065,20190205-191613
ps01,task1,debugNumsFixed,s065,20190205-191822
ps01,task1,debugNumsFixed,s065,20190205-192137
ps01,task1,debugNumsFixed,s065,20190205-192252
ps01,task1,debugNumsFixed,s065,20190205-192652
ps01,task1,debugNumsFixed,s065,20190205-192837
ps01,task1,debugNumsFixed,s065,20190205-192947
ps01,task1,debugNumsFixed,s065,20190205-193230
ps01,task1,debugNumsFixed,s065,20190205-193812
ps01,task1,debugNumsFixed,s065,20190205-194026
ps01,task1,debugNumsFixed,s065,20190205-194209
ps01,task1,debugNumsFixed,s065,20190205-194450
ps01,task1,debugNumsFixed,s065,20190205-194819
ps01,task1,debugNumsFixed,s065,20190205-194934
ps01,task1,debugNumsFixed,s065,20190205-195018
ps01,task1,debugNumsFixed,s066,20190206-000134
ps01,task1,debugNumsFixed,s067,20190204-231657
ps01,task1,debugNumsFixed,s067,20190205-153512
ps01,task1,debugNumsFixed,s067,20190205-155121
ps01,task1,debugNumsFixed,s068,20190205-001040
ps01,task1,debugNumsFixed,s068,20190205-002123
ps01,task1,debugNumsFixed,s068,20190205-002409
ps01,task1,debugNumsFixed,s068,20190205-011547
ps01,task1,debugNumsFixed,s068,20190205-155444
ps01,task1,debugNumsFixed,s068,20190205-155619
ps01,task1,debugNumsFixed,s069,20190204-205059
ps01,task1,debugNumsFixed,s069,20190204-205540
ps01,task1,debugNumsFixed,s069,20190204-210040
ps01,task1,debugNumsFixed,s069,20190204-210139
ps01,task1,debugNumsFixed,s070,20190204-221916
ps01,task1,debugNumsFixed,s070,20190205-133238
ps01,task1,debugNumsFixed,s071,20190204-235629
ps01,task1,debugNumsFixed,s071,20190205-001805
ps01,task1,debugNumsFixed,s071,20190205-002114
ps01,task1,debugNumsFixed,s072,20190204-234349
ps01,task1,debugNumsFixed,s072,20190205-134819
ps01,task1,debugNumsFixed,s072,20190205-143440
ps01,task1,debugNumsFixed,s072,20190205-143850
ps01,task1,debugNumsFixed,s072,20190205-181800
ps01,task1,debugNumsFixed,s072,20190205-183254
ps01,task1,debugNumsFixed,s072,20190205-184006
ps01,task1,debugNumsFixed,s073,20190130-192456
ps01,task1,debugNumsFixed,s073,20190130-192815
ps01,task1,debugNumsFixed,s073,20190130-192844
ps01,task1,debugNumsFixed,s073,20190130-192924
ps01,task1,debugNumsFixed,s073,20190130-193026
ps01,task1,debugNumsFixed,s073,20190130-193132
ps01,task1,debugNumsFixed,s073,20190130-193342
ps01,task1,debugNumsFixed,s073,20190204-144442
ps01,task1,debugNumsFixed,s073,20190204-144554
ps01,task1,debugNumsFixed,s073,20190205-131859
ps01,task1,debugNumsFixed,s074,20190204-150840
ps01,task1,debugNumsFixed,s074,20190204-151442
ps01,task1,debugNumsFixed,s074,20190204-153544
ps01,task1,debugNumsFixed,s074,20190204-210436
ps01,task1,debugNumsFixed,s075,20190205-172651
ps01,task1,debugNumsFixed,s075,20190205-204500
ps01,task1,debugNumsFixed,s077,20190204-183250
ps01,task1,debugNumsFixed,s077,20190204-183403
ps01,task1,debugNumsFixed,s077,20190204-183727
ps01,task1,debugNumsFixed,s077,20190205-003701
ps01,task1,debugNumsFixed,s078,20190204-235754
ps01,task1,debugNumsFixed,s079,20190204-151742
ps01,task1,debugNumsFixed,s079,20190204-151857
ps01,task1,debugNumsFixed,s079,20190204-151901
ps01,task1,debugNumsFixed,s079,20190204-152125
ps01,task1,debugNumsFixed,s079,20190205-180027
ps01,task1,debugNumsFixed,s080,20190205-204159
ps01,task1,debugNumsFixed,s080,20190205-204201
ps01,task1,debugNumsFixed,s080,20190205-205108
ps01,task1,debugNumsFixed,s080,20190205-205114
ps01,task1,debugNumsFixed,s080,20190205-205115
ps01,task1,debugNumsFixed,s080,20190205-205457
ps01,task1,debugNumsFixed,s081,20190205-211442
ps01,task1,debugNumsFixed,s081,20190205-212146
ps01,task1,debugNumsFixed,s082,20190204-195731
ps01,task1,debugNumsFixed,s082,20190204-200332
ps01,task1,debugNumsFixed,s082,20190204-201026
ps01,task1,debugNumsFixed,s082,20190204-201537
ps01,task1,debugNumsFixed,s083,20190204-152742
ps01,task1,debugNumsFixed,s083,20190204-155629
ps01,task1,debugNumsFixed,s083,20190204-160449
ps01,task1,debugNumsFixed,s083,20190204-161324
ps01,task1,debugNumsFixed,s083,20190204-161530
ps01,task1,debugNumsFixed,s083,20190204-164006
ps01,task1,debugNumsFixed,s083,20190204-164530
ps01,task1,debugNumsFixed,s083,20190204-171449
ps01,task1,debugNumsFixed,s083,20190204-171811
ps01,task1,debugNumsFixed,s083,20190204-172157
ps01,task1,debugNumsFixed,s083,20190204-172625
ps01,task1,debugNumsFixed,s084,20190204-230305
ps01,task1,debugNumsFixed,s084,20190205-113256
ps01,task1,debugNumsFixed,s084,20190205-154325
ps01,task1,debugNumsFixed,s085,20190205-214002
ps01,task1,debugNumsFixed,s086,20190204-145841
ps01,task1,debugNumsFixed,s086,20190204-152719
ps01,task1,debugNumsFixed,s086,20190204-153139
ps01,task1,debugNumsFixed,s086,20190204-153554
ps01,task1,debugNumsFixed,s087,20190204-172255
ps01,task1,debugNumsFixed,s087,20190205-200505
ps01,task1,debugNumsFixed,s087,20190205-201749
ps01,task1,debugNumsFixed,s087,20190205-202443
ps01,task1,debugNumsFixed,s087,20190205-202702
ps01,task1,debugNumsFixed,s087,20190205-202819
ps01,task1,debugNumsFixed,s087,20190205-203324
ps01,task1,debugNumsFixed,s087,20190205-203351
ps01,task1,debugNumsFixed,s087,20190205-203536
ps01,task1,debugNumsFixed,s088,20190205-162554
ps01,task1,debugNumsFixed,s088,20190205-230457
ps01,task1,debugNumsFixed,s088,20190205-231141
ps01,task1,debugNumsFixed,s089,20190204-213116
ps01,task1,debugNumsFixed,s089,20190204-220444
ps01,task1,debugNumsFixed,s089,20190204-221424
ps01,task1,debugNumsFixed,s089,20190204-222430
ps01,task1,debugNumsFixed,s090,20190204-150430
ps01,task1,debugNumsFixed,s090,20190205-185706
ps01,task1,debugNumsFixed,s090,20190205-190555
ps01,task1,debugNumsFixed,s090,20190205-190913
ps01,task1,debugNumsFixed,s090,20190205-191034
ps01,task1,debugNumsFixed,s090,20190205-191153
ps01,task1,debugNumsFixed,s090,20190205-201821
ps01,task1,debugNumsFixed,s090,20190205-230856
ps01,task1,debugNumsFixed,s091,20190205-090057
ps01,task1,debugNumsFixed,s091,20190205-193810
ps01,task1,debugNumsFixed,s091,20190205-195055
ps01,task1,debugNumsFixed,s091,20190205-195611
ps01,task1,debugNumsFixed,s091,20190205-200627
ps01,task1,debugNumsFixed,s092,20190205-150153
ps01,task1,debugNumsFixed,s092,20190205-150323
ps01,task1,debugNumsFixed,s092,20190205-150644
ps01,task1,debugNumsFixed,s092,20190205-152153
ps01,task1,debugNumsFixed,s092,20190205-215357
ps01,task1,debugNumsFixed,s092,20190205-215712
ps01,task1,debugNumsFixed,s092,20190205-215820
ps01,task1,debugNumsFixed,s092,20190205-220154
ps01,task1,debugNumsFixed,s093,20190205-162147
ps01,task1,debugNumsFixed,s093,20190205-162607
ps01,task1,debugNumsFixed,s093,20190205-164055
ps01,task1,debugNumsFixed,s094,20190205-212917
ps01,task1,debugNumsFixed,s094,20190205-213156
ps01,task1,debugNumsFixed,s094,20190205-213450
ps01,task1,debugNumsFixed,s094,20190205-214808
ps01,task1,debugNumsFixed,s094,20190205-214939
ps01,task1,debugNumsFixed,s096,20190204-194920
ps01,task1,debugNumsFixed,s096,20190204-195222
ps01,task1,debugNumsFixed,s096,20190204-195317
ps01,task1,debugNumsFixed,s096,20190204-204332
ps01,task1,debugNumsFixed,s097,20190204-162833
ps01,task1,debugNumsFixed,s097,20190205-160325
ps01,task1,debugNumsFixed,s097,20190205-160745
ps01,task1,debugNumsFixed,s097,20190205-161053
ps01,task1,debugNumsFixed,s097,20190205-161151
ps01,task1,debugNumsFixed,s097,20190205-161343
ps01,task1,debugNumsFixed,s097,20190205-161617
ps01,task1,debugNumsFixed,s097,20190205-214449
ps01,task1,debugNumsFixed,s097,20190205-220044
ps01,task1,debugNumsFixed,s098,20190204-221621
ps01,task1,debugNumsFixed,s098,20190205-130832
ps01,task1,debugNumsFixed,s098,20190205-145756
ps01,task1,debugNumsFixed,s098,20190205-184622
ps01,task1,debugNumsFixed,s098,20190205-185512
ps01,task1,debugNumsFixed,s098,20190205-185555
ps01,task1,debugNumsFixed,s098,20190205-185853
ps01,task1,debugNumsFixed,s098,20190205-190237
ps01,task1,debugNumsFixed,s098,20190205-190706
