title,url,source,time,query,position,moment
"Sen. Kamala Harris Faces Questions Over Former Aide Accused of Sexual 
Harassment",https://sanfrancisco.cbslocal.com/2018/12/14/kamala-harris-questions-former-aide/,CBS San Francisco,21 hours ago,Kamala Harris,4,2018-12-15 18:00:00
"Kamala Harris’ DOJ received misconduct claim involving aide months before 
she left: report",https://www.foxnews.com/politics/kamala-harris-california-doj-was-notified-of-her-aides-alleged-harassment-three-months-before-leaving-office,Fox News,11 hours ago,Kamala Harris,1,2018-12-15 18:00:00
"McCaskill 'not sure' Sanders, Harris, Warren can win Missouri in 2020 | 
TheHill",https://thehill.com/homenews/senate/421209-mccaskill-not-sure-sanders-harris-warren-can-win-missouri-in-2020,TheHill,2 days ago,Kamala Harris,10,2018-12-15 18:00:00
Taking on Trump: Democrats lining up early for 2020,https://www.sfchronicle.com/politics/article/Taking-on-Trump-Democrats-lining-up-early-for-13463969.php,San Francisco Chronicle,23 hours ago,Kamala Harris,5,2018-12-15 18:00:00
"Report: Democratic Sen. Kamala Harris knew about harassment allegations 
against her top aide",https://www.theblaze.com/news/report-claims-democratic-sen-kamala-harris-knew-about-harassment-allegations-against-her-top-aide,TheBlaze,1 hour ago,Kamala Harris,3,2018-12-15 18:00:00
"Misconduct Claim Against Kamala Harris Aide Brought to Office’s Attention 
Months Before She Left for Washington",https://freebeacon.com/politics/misconduct-claim-against-kamala-harris-aide-brought-to-offices-attention-months-before-she-left-for-washington/,Washington Free Beacon,1 day ago,Kamala Harris,7,2018-12-15 18:00:00
"Harassment Claim Arrived at California DOJ Months Before Sen. Kamala Harris 
Left",https://www.rollcall.com/news/politics/harassment-claim-arrived-california-doj-months-sen-kamala-harris-left,Roll Call,1 day ago,Kamala Harris,2,2018-12-15 18:00:00
"Notice of harassment claim against Kamala Harris’ confidante arrived months 
before she left office",https://hotair.com/archives/2018/12/14/kamala-harriss-office-notified-harassment-lawsuit-months-left-office/,HotAir,1 day ago,Kamala Harris,6,2018-12-15 18:00:00
"CNN poll shows Beto O'Rourke is stealing Elizabeth Warren and Kamala 
Harris' thunder",https://www.businessinsider.com/beto-orourke-polls-ahead-of-elizabeth-warren-kamala-harris-in-cnn-poll-2018-12,Business Insider,1 day ago,Kamala Harris,8,2018-12-15 18:00:00
"CNN poll shows Beto O'Rourke is stealing Elizabeth Warren and Kamala 
Harris' thunder",https://www.registercitizen.com/technology/businessinsider/article/CNN-poll-shows-Beto-O-Rourke-is-stealing-13467642.php,The Register Citizen,1 day ago,Kamala Harris,9,2018-12-15 18:00:00
"CNN poll shows Beto O'Rourke is stealing Elizabeth Warren and Kamala 
Harris' thunder",https://www.registercitizen.com/technology/businessinsider/article/CNN-poll-shows-Beto-O-Rourke-is-stealing-13467642.php,The Register Citizen,1 day ago,Kamala Harris,8,2018-12-16 00:00:00
"Kamala Harris’ DOJ received misconduct claim involving aide months before 
she left: report",https://www.foxnews.com/politics/kamala-harris-california-doj-was-notified-of-her-aides-alleged-harassment-three-months-before-leaving-office,Fox News,18 hours ago,Kamala Harris,1,2018-12-16 00:00:00
"Sen. Kamala Harris Faces Questions Over Former Aide Accused of Sexual 
Harassment",https://sanfrancisco.cbslocal.com/2018/12/14/kamala-harris-questions-former-aide/,CBS San Francisco,1 day ago,Kamala Harris,4,2018-12-16 00:00:00
"CNN poll shows Beto O'Rourke is stealing Elizabeth Warren and Kamala 
Harris' thunder",https://www.businessinsider.com/beto-orourke-polls-ahead-of-elizabeth-warren-kamala-harris-in-cnn-poll-2018-12,Business Insider,1 day ago,Kamala Harris,7,2018-12-16 00:00:00
"Report: Democratic Sen. Kamala Harris knew about harassment allegations 
against her top aide",https://www.theblaze.com/news/report-claims-democratic-sen-kamala-harris-knew-about-harassment-allegations-against-her-top-aide,TheBlaze,7 hours ago,Kamala Harris,3,2018-12-16 00:00:00
"Harassment Claim Arrived at California DOJ Months Before Sen. Kamala Harris 
Left",https://www.rollcall.com/news/politics/harassment-claim-arrived-california-doj-months-sen-kamala-harris-left,Roll Call,1 day ago,Kamala Harris,2,2018-12-16 00:00:00
"Misconduct Claim Against Kamala Harris Aide Brought to Office’s Attention 
Months Before She Left for Washington",https://freebeacon.com/politics/misconduct-claim-against-kamala-harris-aide-brought-to-offices-attention-months-before-she-left-for-washington/,Washington Free Beacon,1 day ago,Kamala Harris,6,2018-12-16 00:00:00
"McCaskill 'not sure' Sanders, Harris, Warren can win Missouri in 2020 | 
TheHill",https://thehill.com/homenews/senate/421209-mccaskill-not-sure-sanders-harris-warren-can-win-missouri-in-2020,The Hill,2 days ago,Kamala Harris,10,2018-12-16 00:00:00
"Katie Porter Flipped a Red District, Thanks in Part to Her Mentors Kamala 
Harris and Elizabeth Warren",https://www.elle.com/culture/career-politics/a25558414/katie-porter-california-congress-interview/,Elle,1 day ago,Kamala Harris,9,2018-12-16 00:00:00
"Notice of harassment claim against Kamala Harris’ confidante arrived months 
before she left office",https://hotair.com/archives/2018/12/14/kamala-harriss-office-notified-harassment-lawsuit-months-left-office/,HotAir,1 day ago,Kamala Harris,5,2018-12-16 00:00:00
"Harassment Claim Arrived at California DOJ Months Before Sen. Kamala Harris 
Left",https://www.rollcall.com/news/politics/harassment-claim-arrived-california-doj-months-sen-kamala-harris-left,Roll Call,1 day ago,Kamala Harris,2,2018-12-16 06:00:00
"CNN poll shows Beto O'Rourke is stealing Elizabeth Warren and Kamala 
Harris' thunder",https://www.businessinsider.com/beto-orourke-polls-ahead-of-elizabeth-warren-kamala-harris-in-cnn-poll-2018-12,Business Insider,1 day ago,Kamala Harris,6,2018-12-16 06:00:00
"McCaskill 'not sure' Sanders, Harris, Warren can win Missouri in 2020 | 
TheHill",https://thehill.com/homenews/senate/421209-mccaskill-not-sure-sanders-harris-warren-can-win-missouri-in-2020,The Hill,2 days ago,Kamala Harris,10,2018-12-16 06:00:00
"CNN poll shows Beto O'Rourke is stealing Elizabeth Warren and Kamala 
Harris' thunder",https://www.registercitizen.com/technology/businessinsider/article/CNN-poll-shows-Beto-O-Rourke-is-stealing-13467642.php,The Register Citizen,1 day ago,Kamala Harris,7,2018-12-16 06:00:00
"Katie Porter Flipped a Red District, Thanks in Part to Her Mentors Kamala 
Harris and Elizabeth Warren",https://www.elle.com/culture/career-politics/a25558414/katie-porter-california-congress-interview/,Elle,1 day ago,Kamala Harris,8,2018-12-16 06:00:00
2020: Dems Jab Kamala Harris: ‘Very Hillary-Like’,https://www.breitbart.com/politics/2018/12/13/2020-dems-jab-kamala-harris-very-hillary-like/,Breitbart,2 days ago,Kamala Harris,9,2018-12-16 06:00:00
"Misconduct Claim Against Kamala Harris Aide Brought to Office’s Attention 
Months Before She Left for Washington",https://freebeacon.com/politics/misconduct-claim-against-kamala-harris-aide-brought-to-offices-attention-months-before-she-left-for-washington/,Washington Free Beacon,1 day ago,Kamala Harris,5,2018-12-16 06:00:00
"Kamala Harris’ DOJ received misconduct claim involving aide months before 
she left: report",https://www.foxnews.com/politics/kamala-harris-california-doj-was-notified-of-her-aides-alleged-harassment-three-months-before-leaving-office,Fox News,1 day ago,Kamala Harris,1,2018-12-16 06:00:00
"Notice of harassment claim against Kamala Harris’ confidante arrived months 
before she left office",https://hotair.com/archives/2018/12/14/kamala-harriss-office-notified-harassment-lawsuit-months-left-office/,HotAir,1 day ago,Kamala Harris,4,2018-12-16 06:00:00
"Report: Democratic Sen. Kamala Harris knew about harassment allegations 
against her top aide",https://www.theblaze.com/news/report-claims-democratic-sen-kamala-harris-knew-about-harassment-allegations-against-her-top-aide,TheBlaze,13 hours ago,Kamala Harris,3,2018-12-16 06:00:00
"McCaskil 'not sure' Sanders, Harris, Warren can win Missouri in 2020 | 
TheHill",https://thehill.com/homenews/senate/421209-mccaskill-not-sure-sanders-harris-warren-can-win-missouri-in-2020,The Hill,3 days ago,Kamala Harris,10,2018-12-16 12:00:00
"Kamala Harris’ DOJ received misconduct claim involving aide months before 
she left: report",https://www.foxnews.com/politics/kamala-harris-california-doj-was-notified-of-her-aides-alleged-harassment-three-months-before-leaving-office,Fox News,1 day ago,Kamala Harris,1,2018-12-16 12:00:00
"Notice of harassment claim against Kamala Harris’ confidante arrived months 
before she left office",https://hotair.com/archives/2018/12/14/kamala-harriss-office-notified-harassment-lawsuit-months-left-office/,HotAir,1 day ago,Kamala Harris,4,2018-12-16 12:00:00
Democrats eyeing 2020 presidential bids test simple pitch: Have some money.,https://www.nbcnews.com/politics/politics-news/democrats-eyeing-2020-presidential-bids-test-simple-pitch-have-some-n948086,NBC News,4 hours ago,Kamala Harris,3,2018-12-16 12:00:00
"Harassment Claim Arrived at California DOJ Months Before Sen. Kamala Harris 
Left",https://www.rollcall.com/news/politics/harassment-claim-arrived-california-doj-months-sen-kamala-harris-left,Roll Call,1 day ago,Kamala Harris,7,2018-12-16 12:00:00
"CNN poll shows Beto O'Rourke is stealing Elizabeth Warren and Kamala 
Harris' thunder",https://www.registercitizen.com/technology/businessinsider/article/CNN-poll-shows-Beto-O-Rourke-is-stealing-13467642.php,The Register Citizen,1 day ago,Kamala Harris,6,2018-12-16 12:00:00
"Katie Porter Flipped a Red District, Thanks in Part to Her Mentors Kamala 
Harris and Elizabeth Warren",https://www.elle.com/culture/career-politics/a25558414/katie-porter-california-congress-interview/,Elle,2 days ago,Kamala Harris,8,2018-12-16 12:00:00
2020: Dems Jab Kamala Harris: ‘Very Hillary-Like’,https://www.breitbart.com/politics/2018/12/13/2020-dems-jab-kamala-harris-very-hillary-like/,Breitbart,2 days ago,Kamala Harris,9,2018-12-16 12:00:00
"CNN poll shows Beto O'Rourke is stealing Elizabeth Warren and Kamala 
Harris' thunder",https://www.businessinsider.com/beto-orourke-polls-ahead-of-elizabeth-warren-kamala-harris-in-cnn-poll-2018-12,Business Insider,1 day ago,Kamala Harris,5,2018-12-16 12:00:00
"Report: Democratic Sen. Kamala Harris knew about harassment allegations 
against her top aide",https://www.theblaze.com/news/report-claims-democratic-sen-kamala-harris-knew-about-harassment-allegations-against-her-top-aide,TheBlaze,19 hours ago,Kamala Harris,2,2018-12-16 12:00:00
Senator Kamala Harris Aide Sexual Harassment Claim Happened on Her Watch,https://www.frontpagemag.com/point/272256/senator-kamala-harris-aide-sexual-harassment-claim-daniel-greenfield,Frontpage Mag,15 hours ago,Kamala Harris,4,2018-12-16 18:00:00
Democrats eyeing 2020 presidential bids test simple pitch: Have some money.,https://www.nbcnews.com/politics/politics-news/democrats-eyeing-2020-presidential-bids-test-simple-pitch-have-some-n948086,NBC News,10 hours ago,Kamala Harris,3,2018-12-16 18:00:00
"Notice of harassment claim against Kamala Harris’ confidante arrived months 
before she left office",https://hotair.com/archives/2018/12/14/kamala-harriss-office-notified-harassment-lawsuit-months-left-office/,HotAir,2 days ago,Kamala Harris,5,2018-12-16 18:00:00
Kamala Harris: Black Mothers 'Must Be Given Dignity' In Health Care,https://www.huffingtonpost.com/entry/kamala-harris-black-mothers-must-be-given-dignity-in-healthcare_us_5c127a5fe4b002a46c1509f4,HuffPost,3 days ago,Kamala Harris,9,2018-12-16 18:00:00
"CNN poll shows Beto O'Rourke is stealing Elizabeth Warren and Kamala 
Harris' thunder",https://www.businessinsider.com/beto-orourke-polls-ahead-of-elizabeth-warren-kamala-harris-in-cnn-poll-2018-12,Business Insider,2 days ago,Kamala Harris,6,2018-12-16 18:00:00
"Harassment Claim Arrived at California DOJ Months Before Sen. Kamala Harris 
Left",https://www.rollcall.com/news/politics/harassment-claim-arrived-california-doj-months-sen-kamala-harris-left,Roll Call,2 days ago,Kamala Harris,8,2018-12-16 18:00:00
"CNN poll shows Beto O'Rourke is stealing Elizabeth Warren and Kamala 
Harris' thunder",https://www.registercitizen.com/technology/businessinsider/article/CNN-poll-shows-Beto-O-Rourke-is-stealing-13467642.php,The Register Citizen,2 days ago,Kamala Harris,7,2018-12-16 18:00:00
Kamala Harris to keep seat on Judiciary Committee,https://www.washingtontimes.com/news/2018/dec/13/kamala-harris-keep-seat-judiciary-committee/,Washington Times,3 days ago,Kamala Harris,10,2018-12-16 18:00:00
"Kamala Harris’ DOJ received misconduct claim involving aide months before 
she left: report",https://www.foxnews.com/politics/kamala-harris-california-doj-was-notified-of-her-aides-alleged-harassment-three-months-before-leaving-office,Fox News,1 day ago,Kamala Harris,1,2018-12-16 18:00:00
"Report: Democratic Sen. Kamala Harris knew about harassment allegations 
against her top aide",https://www.theblaze.com/news/report-claims-democratic-sen-kamala-harris-knew-about-harassment-allegations-against-her-top-aide,TheBlaze,1 day ago,Kamala Harris,2,2018-12-16 18:00:00
"CNN poll shows Beto O'Rourke is stealing Elizabeth Warren and Kamala 
Harris' thunder",https://www.registercitizen.com/technology/businessinsider/article/CNN-poll-shows-Beto-O-Rourke-is-stealing-13467642.php,The Register Citizen,2 days ago,Kamala Harris,7,2018-12-17 00:00:00
Senator Kamala Harris Aide Sexual Harassment Claim Happened on Her Watch,https://www.frontpagemag.com/point/272256/senator-kamala-harris-aide-sexual-harassment-claim-daniel-greenfield,Frontpage Mag,21 hours ago,Kamala Harris,4,2018-12-17 00:00:00
Democrats eyeing 2020 presidential bids test simple pitch: Have some money.,https://www.nbcnews.com/politics/politics-news/democrats-eyeing-2020-presidential-bids-test-simple-pitch-have-some-n948086,NBC News,16 hours ago,Kamala Harris,3,2018-12-17 00:00:00
"Notice of harassment claim against Kamala Harris’ confidante arrived months 
before she left office",https://hotair.com/archives/2018/12/14/kamala-harriss-office-notified-harassment-lawsuit-months-left-office/,HotAir,2 days ago,Kamala Harris,6,2018-12-17 00:00:00
"Report: Democratic Sen. Kamala Harris knew about harassment allegations 
against her top aide",https://www.theblaze.com/news/report-claims-democratic-sen-kamala-harris-knew-about-harassment-allegations-against-her-top-aide,TheBlaze,1 day ago,Kamala Harris,2,2018-12-17 00:00:00
"CNN poll shows Beto O'Rourke is stealing Elizabeth Warren and Kamala 
Harris' thunder",https://www.businessinsider.com/beto-orourke-polls-ahead-of-elizabeth-warren-kamala-harris-in-cnn-poll-2018-12,Business Insider,2 days ago,Kamala Harris,8,2018-12-17 00:00:00
Taking on Trump: Democrats lining up early for 2020,https://www.sfchronicle.com/politics/article/Taking-on-Trump-Democrats-lining-up-early-for-13463969.php,San Francisco Chronicle,2 days ago,Kamala Harris,5,2018-12-17 00:00:00
"Kamala Harris's Office Knew of Complaint Against Top Aide Months Before 
Leaving AG Office",https://www.breitbart.com/politics/2018/12/14/kamala-harris-office-knew-of-complaint-against-top-aide-months-before-leaving-ag-office/,Breitbart,2 days ago,Kamala Harris,10,2018-12-17 00:00:00
"Kamala Harris’ DOJ received misconduct claim involving aide months before 
she left: report",https://www.foxnews.com/politics/kamala-harris-california-doj-was-notified-of-her-aides-alleged-harassment-three-months-before-leaving-office,Fox News,1 day ago,Kamala Harris,1,2018-12-17 00:00:00
"Harassment Claim Arrived at California DOJ Months Before Sen. Kamala Harris 
Left",https://www.rollcall.com/news/politics/harassment-claim-arrived-california-doj-months-sen-kamala-harris-left,Roll Call,2 days ago,Kamala Harris,9,2018-12-17 00:00:00
"CNN poll shows Beto O'Rourke is stealing Elizabeth Warren and Kamala 
Harris' thunder",https://www.registercitizen.com/technology/businessinsider/article/CNN-poll-shows-Beto-O-Rourke-is-stealing-13467642.php,Torrington Register Citizen,2 days ago,Kamala Harris,8,2018-12-17 06:00:00
"Kamala Harris's Office Knew of Complaint Against Top Aide Months Before 
Leaving AG Office",https://www.breitbart.com/politics/2018/12/14/kamala-harris-office-knew-of-complaint-against-top-aide-months-before-leaving-ag-office/,Breitbart,2 days ago,Kamala Harris,9,2018-12-17 06:00:00
"2020 election: Beto O’Rourke, Kamala Harris, and Cory Booker are still 
unknown by most Americans",https://www.vox.com/policy-and-politics/2018/12/13/18138176/2020-presidential-election-democratic-primary-candidates-beto-kamala-booker,Vox,3 days ago,Kamala Harris,10,2018-12-17 06:00:00
Democrats eyeing 2020 presidential bids test simple pitch: Have some money.,https://www.nbcnews.com/politics/politics-news/democrats-eyeing-2020-presidential-bids-test-simple-pitch-have-some-n948086,NBC News,22 hours ago,Kamala Harris,3,2018-12-17 06:00:00
"CNN poll shows Beto O'Rourke is stealing Elizabeth Warren and Kamala 
Harris' thunder",https://www.businessinsider.com/beto-orourke-polls-ahead-of-elizabeth-warren-kamala-harris-in-cnn-poll-2018-12,Business Insider,2 days ago,Kamala Harris,7,2018-12-17 06:00:00
"Kamala Harris’ DOJ received misconduct claim involving aide months before 
she left: report",https://www.foxnews.com/politics/kamala-harris-california-doj-was-notified-of-her-aides-alleged-harassment-three-months-before-leaving-office,Fox News,2 days ago,Kamala Harris,1,2018-12-17 06:00:00
"Notice of harassment claim against Kamala Harris’ confidante arrived months 
before she left office",https://hotair.com/archives/2018/12/14/kamala-harriss-office-notified-harassment-lawsuit-months-left-office/,Hot Air,2 days ago,Kamala Harris,6,2018-12-17 06:00:00
"Report: Democratic Sen. Kamala Harris knew about harassment allegations 
against her top aide",https://www.theblaze.com/news/report-claims-democratic-sen-kamala-harris-knew-about-harassment-allegations-against-her-top-aide,TheBlaze,1 day ago,Kamala Harris,5,2018-12-17 06:00:00
Senator Kamala Harris Aide Sexual Harassment Claim Happened on Her Watch,https://www.frontpagemag.com/point/272256/senator-kamala-harris-aide-sexual-harassment-claim-daniel-greenfield,Frontpage Mag,1 day ago,Kamala Harris,4,2018-12-17 06:00:00
"Harassment Claim Arrived at California DOJ Months Before Sen. Kamala Harris 
Left",https://www.rollcall.com/news/politics/harassment-claim-arrived-california-doj-months-sen-kamala-harris-left,Roll Call,2 days ago,Kamala Harris,2,2018-12-17 06:00:00
"Notice of harassment claim against Kamala Harris’ confidante arrived months 
before she left office",https://hotair.com/archives/2018/12/14/kamala-harriss-office-notified-harassment-lawsuit-months-left-office/,Hot Air,2 days ago,Kamala Harris,6,2018-12-17 12:00:00
"2020 election: Beto O’Rourke, Kamala Harris, and Cory Booker are still 
unknown by most Americans",https://www.vox.com/policy-and-politics/2018/12/13/18138176/2020-presidential-election-democratic-primary-candidates-beto-kamala-booker,Vox,4 days ago,Kamala Harris,9,2018-12-17 12:00:00
Senator Kamala Harris Aide Sexual Harassment Claim Happened on Her Watch,https://www.frontpagemag.com/point/272256/senator-kamala-harris-aide-sexual-harassment-claim-daniel-greenfield,Frontpage Mag,1 day ago,Kamala Harris,4,2018-12-17 12:00:00
"CNN poll shows Beto O'Rourke is stealing Elizabeth Warren and Kamala 
Harris' thunder",https://www.businessinsider.com/beto-orourke-polls-ahead-of-elizabeth-warren-kamala-harris-in-cnn-poll-2018-12,Business Insider,2 days ago,Kamala Harris,7,2018-12-17 12:00:00
"Kamala Harris's Office Knew of Complaint Against Top Aide Months Before 
Leaving AG Office",https://www.breitbart.com/politics/2018/12/14/kamala-harris-office-knew-of-complaint-against-top-aide-months-before-leaving-ag-office/,Breitbart,3 days ago,Kamala Harris,8,2018-12-17 12:00:00
"Harassment Claim Arrived at California DOJ Months Before Sen. Kamala Harris 
Left",https://www.rollcall.com/news/politics/harassment-claim-arrived-california-doj-months-sen-kamala-harris-left,Roll Call,2 days ago,Kamala Harris,2,2018-12-17 12:00:00
Kamala Harris Is (Not) Running (Yet),https://www.rollingstone.com/politics/politics-news/kamala-harris-2020-slogan-768427/,Rolling Stone,4 days ago,Kamala Harris,10,2018-12-17 12:00:00
"Kamala Harris’ DOJ received misconduct claim involving aide months before 
she left: report",https://www.foxnews.com/politics/kamala-harris-california-doj-was-notified-of-her-aides-alleged-harassment-three-months-before-leaving-office,Fox News,2 days ago,Kamala Harris,1,2018-12-17 12:00:00
Democrats eyeing 2020 presidential bids test simple pitch: Have some money.,https://www.nbcnews.com/politics/politics-news/democrats-eyeing-2020-presidential-bids-test-simple-pitch-have-some-n948086,NBC News,1 day ago,Kamala Harris,3,2018-12-17 12:00:00
"Report: Democratic Sen. Kamala Harris knew about harassment allegations 
against her top aide",https://www.theblaze.com/news/report-claims-democratic-sen-kamala-harris-knew-about-harassment-allegations-against-her-top-aide,TheBlaze,1 day ago,Kamala Harris,5,2018-12-17 12:00:00
"Harris announces support for White House-backed criminal justice bill | 
TheHill",https://thehill.com/homenews/senate/421719-harris-announces-support-for-white-house-backed-criminal-justice-bill,TheHill,4 hours ago,Kamala Harris,8,2018-12-17 18:00:00
"Kamala Harris’ DOJ received misconduct claim involving aide months before 
she left: report",https://www.foxnews.com/politics/kamala-harris-california-doj-was-notified-of-her-aides-alleged-harassment-three-months-before-leaving-office,Fox News,2 days ago,Kamala Harris,2,2018-12-17 18:00:00
Kamala Harris Expected To Move Quickly on 2020 Race in January,https://www.usnews.com/news/the-run/articles/2018-12-17/kamala-harris-expected-to-move-quickly-on-2020-race-in-january,US News & World Report,2 hours ago,Kamala Harris,1,2018-12-17 18:00:00
"Senators Harris and Warren on List of ‘Worst Ethics Violators’ for 
Fundraising off Kavanaugh Hearing",https://www.nationalreview.com/news/senators-harris-and-warren-on-list-of-worst-ethics-violators-for-fundraising-off-kavanaugh-hearing/,National Review,3 hours ago,Kamala Harris,6,2018-12-17 18:00:00
"Report: Democratic Sen. Kamala Harris knew about harassment allegations 
against her top aide",https://www.theblaze.com/news/report-claims-democratic-sen-kamala-harris-knew-about-harassment-allegations-against-her-top-aide,TheBlaze,2 days ago,Kamala Harris,10,2018-12-17 18:00:00
Kamala Harris Endorses White House–Backed Criminal-Justice Reform Bill,https://www.nationalreview.com/news/kamala-harris-endorses-white-house-backed-criminal-justice-reform-bill/,National Review,2 hours ago,Kamala Harris,5,2018-12-17 18:00:00
"Sen. Kamala Harris Explains Her Support for Trump-Backed Criminal Justice 
Reform Bill",https://townhall.com/tipsheet/laurettabrown/2018/12/17/sen-kamala-harris-explains-her-support-for-trumpbacked-criminal-justice-reform-bill-n2537642,Townhall,33 mins ago,Kamala Harris,3,2018-12-17 18:00:00
Democrats eyeing 2020 presidential bids test simple pitch: Have some money.,https://www.nbcnews.com/politics/politics-news/democrats-eyeing-2020-presidential-bids-test-simple-pitch-have-some-n948086,NBC News,1 day ago,Kamala Harris,9,2018-12-17 18:00:00
"Kamala Harris Says She Will Support Trump-Backed Criminal Justice Reform 
Bill",https://dailycaller.com/2018/12/17/kamala-harris-trump-criminal-justice/,The Daily Caller,4 hours ago,Kamala Harris,7,2018-12-17 18:00:00
Dem Sen. Harris to Vote for Criminal Justice Bill Backed by White House,https://www.newsmax.com/newsfront/kamala-harris-criminal-justice-reform-legislation/2018/12/17/id/894810/,Newsmax.com,1 hour ago,Kamala Harris,4,2018-12-17 18:00:00
"Sen. Kamala Harris Explains Her Support for Trump-Backed Criminal Justice 
Reform Bill",https://townhall.com/tipsheet/laurettabrown/2018/12/17/sen-kamala-harris-explains-her-support-for-trumpbacked-criminal-justice-reform-bill-n2537642,Townhall,6 hours ago,Kamala Harris,2,2018-12-18 00:00:00
"Ethics Group Slams Elizabeth Warren, Kamala Harris for Brett Kavanaugh 
Fundraising",https://www.breitbart.com/politics/2018/12/17/ethics-group-slams-elizabeth-warren-kamala-harris-for-brett-kavanaugh-fundraising/,Breitbart,2 hours ago,Kamala Harris,1,2018-12-18 00:00:00
Kamala Harris Endorses White House–Backed Criminal-Justice Reform Bill,https://www.nationalreview.com/news/kamala-harris-endorses-white-house-backed-criminal-justice-reform-bill/,National Review,8 hours ago,Kamala Harris,6,2018-12-18 00:00:00
"Kamala Harris Says She Will Support Trump-Backed Criminal Justice Reform 
Bill",https://dailycaller.com/2018/12/17/kamala-harris-trump-criminal-justice/,The Daily Caller,10 hours ago,Kamala Harris,8,2018-12-18 00:00:00
Democrats eyeing 2020 presidential bids test simple pitch: Have some money.,https://www.nbcnews.com/politics/politics-news/democrats-eyeing-2020-presidential-bids-test-simple-pitch-have-some-n948086,NBC News,1 day ago,Kamala Harris,10,2018-12-18 00:00:00
"Kamala Harris' New Chief Of Staff Rohini Kosoglu On Having A “Pipeline Of 
Talent” For POC",https://www.bustle.com/p/rohini-kosoglu-is-kamala-harris-new-chief-of-staff-exclusive-15537683,Bustle,4 hours ago,Kamala Harris,3,2018-12-18 00:00:00
California muscles into 2020 presidential race,https://www.politico.com/story/2018/12/17/california-2020-presidential-race-1067866,Politico,6 hours ago,Kamala Harris,4,2018-12-18 00:00:00
"Harris announces support for White House-backed criminal justice bill | 
TheHill",https://thehill.com/homenews/senate/421719-harris-announces-support-for-white-house-backed-criminal-justice-bill,TheHill,10 hours ago,Kamala Harris,9,2018-12-18 00:00:00
"Senators Harris and Warren on List of ‘Worst Ethics Violators’ for 
Fundraising off Kavanaugh Hearing",https://www.nationalreview.com/news/senators-harris-and-warren-on-list-of-worst-ethics-violators-for-fundraising-off-kavanaugh-hearing/,National Review,9 hours ago,Kamala Harris,7,2018-12-18 00:00:00
Kamala Harris Expected To Move Quickly on 2020 Race in January,https://www.usnews.com/news/the-run/articles/2018-12-17/kamala-harris-expected-to-move-quickly-on-2020-race-in-january,US News & World Report,8 hours ago,Kamala Harris,5,2018-12-18 00:00:00
Kamala Harris Expected To Move Quickly on 2020 Race in January,https://www.usnews.com/news/the-run/articles/2018-12-17/kamala-harris-expected-to-move-quickly-on-2020-race-in-january,US News & World Report,14 hours ago,Kamala Harris,5,2018-12-18 06:00:00
"Kamala Harris Says She Will Support Trump-Backed Criminal Justice Reform 
Bill",https://dailycaller.com/2018/12/17/kamala-harris-trump-criminal-justice/,The Daily Caller,16 hours ago,Kamala Harris,8,2018-12-18 06:00:00
"Kamala Harris’ DOJ received misconduct claim involving aide months before 
she left: report",https://www.foxnews.com/politics/kamala-harris-california-doj-was-notified-of-her-aides-alleged-harassment-three-months-before-leaving-office,Fox News,3 days ago,Kamala Harris,2,2018-12-18 06:00:00
Democrats eyeing 2020 presidential bids test simple pitch: Have some money.,https://www.nbcnews.com/politics/politics-news/democrats-eyeing-2020-presidential-bids-test-simple-pitch-have-some-n948086,NBC News,1 day ago,Kamala Harris,10,2018-12-18 06:00:00
California muscles into 2020 presidential race,https://www.politico.com/story/2018/12/17/california-2020-presidential-race-1067866,Politico,12 hours ago,Kamala Harris,1,2018-12-18 06:00:00
"Ethics Group Slams Elizabeth Warren, Kamala Harris for Brett Kavanaugh 
Fundraising",https://www.breitbart.com/politics/2018/12/17/ethics-group-slams-elizabeth-warren-kamala-harris-for-brett-kavanaugh-fundraising/,Breitbart,8 hours ago,Kamala Harris,3,2018-12-18 06:00:00
"Kamala Harris' New Chief Of Staff Rohini Kosoglu On Having A “Pipeline Of 
Talent” For POC",https://www.bustle.com/p/rohini-kosoglu-is-kamala-harris-new-chief-of-staff-exclusive-15537683,Bustle,10 hours ago,Kamala Harris,4,2018-12-18 06:00:00
"Harris announces support for White House-backed criminal justice bill | 
TheHill",https://thehill.com/homenews/senate/421719-harris-announces-support-for-white-house-backed-criminal-justice-bill,TheHill,16 hours ago,Kamala Harris,9,2018-12-18 06:00:00
"Senators Harris and Warren on List of ‘Worst Ethics Violators’ for 
Fundraising off Kavanaugh Hearing",https://www.nationalreview.com/news/senators-harris-and-warren-on-list-of-worst-ethics-violators-for-fundraising-off-kavanaugh-hearing/,National Review,15 hours ago,Kamala Harris,7,2018-12-18 06:00:00
Kamala Harris Endorses White House–Backed Criminal-Justice Reform Bill,https://www.nationalreview.com/news/kamala-harris-endorses-white-house-backed-criminal-justice-reform-bill/,National Review,14 hours ago,Kamala Harris,6,2018-12-18 06:00:00
"A New Survey Finds Kamala Harris Has Big Support For A Presidential Run 
From Top Democratic Women Of Color",https://www.buzzfeednews.com/article/ryancbrooks/kamala-harris-2020-president-black-women-survey,BuzzFeed News,18 mins ago,Kamala Harris,3,2018-12-18 12:00:00
