title,url,source,time,query,position,moment
"Bipartisan bill would create public-private cyber workforce exchange | 
TheHill",https://thehill.com/policy/cybersecurity/429493-bipartisan-bill-would-create-public-private-cyber-workforce-exchange,The Hill,48 mins ago,Amy Klobuchar,5,2019-02-11 18:00:00
Amy Klobuchar's not-so-subtle troll of Hillary Clinton,https://www.cnn.com/2019/02/11/politics/amy-klobuchar-hillary-clinton/index.html,CNN.com,3 hours ago,Amy Klobuchar,1,2019-02-11 18:00:00
Amy Klobuchar Trolls Trump's Hair With 1 Simple Question,https://www.huffingtonpost.com/entry/klobuchar-trump-snow_us_5c6153bde4b0eec79b25ae49,Huffington Post,11 hours ago,Amy Klobuchar,8,2019-02-11 18:00:00
"Sen. Amy Klobuchar’s 2020 policy agenda: Lower drug costs, prepare for 
‘digital disruption,’ expand savings accounts",https://www.washingtonpost.com/us-policy/2019/02/11/sen-amy-klobuchars-policy-agenda-lower-drug-costs-prepare-digital-disruption-expand-savings-accounts/,Washington Post,35 mins ago,Amy Klobuchar,4,2019-02-11 18:00:00
Why It Matters If Amy Klobuchar Is An Abusive Boss,https://www.nationalreview.com/2019/02/amy-klobuchar-treatment-of-staff-undermines-image/,National Review,6 hours ago,Amy Klobuchar,5,2019-02-12 00:00:00
MSNBC 2020 superlatives: Rachel Maddow calls Amy Klobuchar the 'funny' one,https://www.washingtonexaminer.com/news/msnbc-2020-superlatives-rachel-maddow-calls-amy-klobuchar-the-funny-one,Washington Examiner,11 mins ago,Amy Klobuchar,3,2019-02-12 00:00:00
Politics Podcast: Amy Klobuchar’s Path To The Democratic Nomination,https://fivethirtyeight.com/features/politics-podcast-amy-klobuchars-path-to-the-democratic-nomination/,FiveThirtyEight,6 hours ago,Amy Klobuchar,4,2019-02-12 00:00:00
"Klobuchar dismisses ‘moderate’ label, says she should be seen as 
'progressive’",https://www.foxnews.com/politics/klobuchar-dismisses-moderate-label-people-should-see-me-as-a-progressive,Fox News,1 hour ago,Amy Klobuchar,1,2019-02-12 00:00:00
"Amy Klobuchar On Reports She Mistreated Staff: ""I Am Tough, I Push People""",https://www.realclearpolitics.com/video/2019/02/11/klobuchar_on_reports_that_she_mistreated_staff_i_can_be_a_tough_boss.html,RealClearPolitics,9 hours ago,Amy Klobuchar,8,2019-02-12 00:00:00
Amy Klobuchar Trolls Trump's Hair With 1 Simple Question,https://www.huffingtonpost.com/entry/klobuchar-trump-snow_us_5c6153bde4b0eec79b25ae49,Huffington Post,17 hours ago,Amy Klobuchar,10,2019-02-12 00:00:00
Republicans gush over Klobuchar - POLITICO,https://www.politico.com/story/2019/02/11/klobuchar-president-republicans-1159345,Politico,19 hours ago,Amy Klobuchar,2,2019-02-12 00:00:00
Amy Klobuchar is Trump’s worst nightmare,https://www.washingtonpost.com/opinions/2019/02/11/amy-klobuchar-is-trumps-worst-nightmare/,Washington Post,9 hours ago,Amy Klobuchar,6,2019-02-12 00:00:00
Klobuchar refutes Trump's questioning of climate change,https://abcnews.go.com/Politics/presidential-candidate-amy-klobuchar-refutes-trump-questioning-climate/story?id=60981137,ABC News,17 hours ago,Amy Klobuchar,9,2019-02-12 00:00:00
Amy Klobuchar's not-so-subtle troll of Hillary Clinton,https://www.cnn.com/2019/02/11/politics/amy-klobuchar-hillary-clinton/index.html,CNN.com,9 hours ago,Amy Klobuchar,7,2019-02-12 00:00:00
Politics Podcast: Amy Klobuchar’s Path To The Democratic Nomination,https://fivethirtyeight.com/features/politics-podcast-amy-klobuchars-path-to-the-democratic-nomination/,FiveThirtyEight,12 hours ago,Amy Klobuchar,5,2019-02-12 06:00:00
Amy Klobuchar is Trump’s worst nightmare,https://www.washingtonpost.com/opinions/2019/02/11/amy-klobuchar-is-trumps-worst-nightmare/,Washington Post,15 hours ago,Amy Klobuchar,7,2019-02-12 06:00:00
"Klobuchar dismisses ‘moderate’ label, says she should be seen as 
'progressive’",https://www.foxnews.com/politics/klobuchar-dismisses-moderate-label-people-should-see-me-as-a-progressive,Fox News,7 hours ago,Amy Klobuchar,4,2019-02-12 06:00:00
Amy Klobuchar's not-so-subtle troll of Hillary Clinton,https://www.cnn.com/2019/02/11/politics/amy-klobuchar-hillary-clinton/index.html,CNN.com,15 hours ago,Amy Klobuchar,1,2019-02-12 06:00:00
Klobuchar may find progressives to be holding out on her candidacy,http://www.startribune.com/winning-progressive-votes-could-be-a-challenge-for-klobuchar/505687862/,Star Tribune,12 hours ago,Amy Klobuchar,6,2019-02-12 06:00:00
MSNBC 2020 superlatives: Rachel Maddow calls Amy Klobuchar the 'funny' one,https://www.washingtonexaminer.com/news/msnbc-2020-superlatives-rachel-maddow-calls-amy-klobuchar-the-funny-one,Washington Examiner,6 hours ago,Amy Klobuchar,3,2019-02-12 06:00:00
Republicans gush over Klobuchar - POLITICO,https://www.politico.com/story/2019/02/11/klobuchar-president-republicans-1159345,Politico,1 day ago,Amy Klobuchar,2,2019-02-12 06:00:00
Amy Klobuchar Trolls Trump's Hair With 1 Simple Question,https://www.huffingtonpost.com/entry/klobuchar-trump-snow_us_5c6153bde4b0eec79b25ae49,Huffington Post,23 hours ago,Amy Klobuchar,10,2019-02-12 06:00:00
Klobuchar refutes Trump's questioning of climate change,https://abcnews.go.com/Politics/presidential-candidate-amy-klobuchar-refutes-trump-questioning-climate/story?id=60981137,ABC News,23 hours ago,Amy Klobuchar,9,2019-02-12 06:00:00
"Facebook,Trump Are Amy Klobuchar’s Targets in Presidential Bid",https://www.barrons.com/articles/facebook-privacy-amy-klobuchar-president-51549899537,Barron's,19 hours ago,Amy Klobuchar,8,2019-02-12 06:00:00
Amy Klobuchar's not-so-subtle troll of Hillary Clinton,https://www.cnn.com/2019/02/11/politics/amy-klobuchar-hillary-clinton/index.html,CNN.com,21 hours ago,Amy Klobuchar,2,2019-02-12 12:00:00
MSNBC 2020 superlatives: Rachel Maddow calls Amy Klobuchar the 'funny' one,https://www.washingtonexaminer.com/news/msnbc-2020-superlatives-rachel-maddow-calls-amy-klobuchar-the-funny-one,Washington Examiner,12 hours ago,Amy Klobuchar,8,2019-02-12 12:00:00
"The 2020 Democratic announcements, ranked",https://www.cnn.com/2019/02/11/politics/2020-democratic-announcements-kamala-harris-amy-klobuchar-cory-booker/index.html,CNN.com,5 hours ago,Amy Klobuchar,7,2019-02-12 12:00:00
Amy Klobuchar's presidential campaign is doomed,https://theweek.com/articles/823243/amy-klobuchars-presidential-campaign-doomed,The Week,2 hours ago,Amy Klobuchar,5,2019-02-12 12:00:00
"Amy Klobuchar rumor inspired Veep joke about a staffer shaving Selina 
Meyer's legs.",https://slate.com/news-and-politics/2019/02/veep-amy-klobuchar-leg-shaving-rumor.html,Slate Magazine,1 hour ago,Amy Klobuchar,3,2019-02-12 12:00:00
Klobuchar may find progressives to be holding out on her candidacy,http://www.startribune.com/winning-progressive-votes-could-be-a-challenge-for-klobuchar/505687862/,Star Tribune,18 hours ago,Amy Klobuchar,9,2019-02-12 12:00:00
Why It Matters If Amy Klobuchar Is An Abusive Boss,https://www.nationalreview.com/2019/02/amy-klobuchar-treatment-of-staff-undermines-image/,National Review,18 hours ago,Amy Klobuchar,10,2019-02-12 12:00:00
"TONIGHT, 6p ET: 2020 Presidential Candidate Sen. Amy Klobuchar Joins 
'Special Report'",https://insider.foxnews.com/2019/02/12/sen-amy-klobuchar-2020-presidential-candidate-joins-bret-baier-special-report,Fox News Insider,1 hour ago,Amy Klobuchar,4,2019-02-12 12:00:00
Paul Fanlund: Gender politics and Amy Klobuchar,https://madison.com/ct/opinion/column/paul_fanlund/paul-fanlund-gender-politics-and-amy-klobuchar/article_5b034cda-839e-59ed-b097-5a0154365b06.html,Madison.com,5 hours ago,Amy Klobuchar,6,2019-02-12 12:00:00
Republicans gush over Klobuchar - POLITICO,https://www.politico.com/story/2019/02/11/klobuchar-president-republicans-1159345,Politico,1 day ago,Amy Klobuchar,1,2019-02-12 12:00:00
"Amy Klobuchar rumor inspired Veep joke about a staffer shaving Selina 
Meyer's legs.",https://slate.com/news-and-politics/2019/02/veep-amy-klobuchar-leg-shaving-rumor.html,Slate Magazine,7 hours ago,Amy Klobuchar,2,2019-02-12 18:00:00
"Facebook,Trump Are Amy Klobuchar’s Targets in Presidential Bid",https://www.barrons.com/articles/facebook-privacy-amy-klobuchar-president-51549899537,Barron's,1 day ago,Amy Klobuchar,10,2019-02-12 18:00:00
Klobuchar may find progressives to be holding out on her candidacy,http://www.startribune.com/winning-progressive-votes-could-be-a-challenge-for-klobuchar/505687862/,Star Tribune,1 day ago,Amy Klobuchar,7,2019-02-12 18:00:00
"Klobuchar will be first 2020 Dem presidential candidate to appear on Fox 
News | TheHill",https://thehill.com/homenews/media/429655-klobuchar-will-be-first-2020-dem-presidential-candidate-to-appear-on-fox-news,The Hill,2 hours ago,Amy Klobuchar,3,2019-02-12 18:00:00
"Chris Evans mocks Trump, his base over Sen. Amy Klobuchar tweet, global 
warming",https://www.foxnews.com/entertainment/chris-evans-mocks-trump-his-base-over-tweet-about-sen-amy-klobuchar-and-global-warming,Fox News,5 hours ago,Amy Klobuchar,4,2019-02-12 18:00:00
Why It Matters If Amy Klobuchar Is An Abusive Boss,https://www.nationalreview.com/2019/02/amy-klobuchar-treatment-of-staff-undermines-image/,National Review,1 day ago,Amy Klobuchar,8,2019-02-12 18:00:00
"The 2020 Democratic announcements, ranked",https://www.cnn.com/2019/02/11/politics/2020-democratic-announcements-kamala-harris-amy-klobuchar-cory-booker/index.html,CNN.com,11 hours ago,Amy Klobuchar,6,2019-02-12 18:00:00
Amy Klobuchar's presidential campaign is doomed,https://theweek.com/articles/823243/amy-klobuchars-presidential-campaign-doomed,The Week,8 hours ago,Amy Klobuchar,5,2019-02-12 18:00:00
Amy Klobuchar is Trump’s worst nightmare,https://www.washingtonpost.com/opinions/2019/02/11/amy-klobuchar-is-trumps-worst-nightmare/,Washington Post,1 day ago,Amy Klobuchar,9,2019-02-12 18:00:00
"Sarah Silverman rips Trump in expletive-filled tweet about Sen. Amy 
Klobuchar",https://www.foxnews.com/entertainment/sarah-silverman-rips-trump-in-expletive-filled-tweet-about-sen-amy-klobuchar,Fox News,3 hours ago,Amy Klobuchar,1,2019-02-12 18:00:00
"Chris Evans mocks Trump, his base over Sen. Amy Klobuchar tweet, global 
warming",https://www.foxnews.com/entertainment/chris-evans-mocks-trump-his-base-over-tweet-about-sen-amy-klobuchar-and-global-warming,Fox News,11 hours ago,Amy Klobuchar,8,2019-02-13 00:00:00
"Amy Klobuchar Is Running for President in 2020. Here's Where She Stands on 
8 Important Issues.",https://www.elle.com/culture/career-politics/a26293196/amy-klobuchar-presidential-election-2020-issues/,Elle,5 hours ago,Amy Klobuchar,5,2019-02-13 00:00:00
"2020 presidential contender Amy Klobuchar doesn't deny 'throwing' a binder 
amid reports of anger issues among staffers",https://www.businessinsider.com/amy-klobuchar-throwing-binder-office-staffers-minnesota-2019-2,Business Insider,3 hours ago,Amy Klobuchar,4,2019-02-13 00:00:00
"Klobuchar says progressive proposals like 'Medicare-for-All' and Green New 
Deal are 'aspirations'",https://www.cnn.com/2019/02/12/politics/klobuchar-green-new-deal-ac360-cnntv/index.html,CNN.com,1 hour ago,Amy Klobuchar,3,2019-02-13 00:00:00
Dems gunning for Trump fear 2020 split over Israel,https://www.politico.com/story/2019/02/12/democrats-israel-2020-1166291,Politico,9 hours ago,Amy Klobuchar,6,2019-02-13 00:00:00
Klobuchar tried to torpedo former employees' job offers,https://www.washingtonexaminer.com/news/klobuchar-tried-to-torpedo-former-employees-job-offers-report,Washington Examiner,10 hours ago,Amy Klobuchar,7,2019-02-13 00:00:00
"Sarah Silverman rips Trump in expletive-filled tweet about Sen. Amy 
Klobuchar",https://www.foxnews.com/entertainment/sarah-silverman-rips-trump-in-expletive-filled-tweet-about-sen-amy-klobuchar,Fox News,9 hours ago,Amy Klobuchar,1,2019-02-13 00:00:00
Amy Klobuchar's presidential campaign is doomed,https://theweek.com/articles/823243/amy-klobuchars-presidential-campaign-doomed,The Week,14 hours ago,Amy Klobuchar,9,2019-02-13 00:00:00
"Amy Klobuchar rumor inspired Veep joke about a staffer shaving Selina 
Meyer's legs.",https://slate.com/news-and-politics/2019/02/veep-amy-klobuchar-leg-shaving-rumor.html,Slate Magazine,13 hours ago,Amy Klobuchar,2,2019-02-13 00:00:00
"The 2020 Democratic announcements, ranked",https://www.cnn.com/2019/02/11/politics/2020-democratic-announcements-kamala-harris-amy-klobuchar-cory-booker/index.html,CNN.com,17 hours ago,Amy Klobuchar,10,2019-02-13 00:00:00
Klobuchar: Have learned how to deal with Trump,https://www.cnn.com/videos/politics/2019/02/13/amy-klobuchar-interview-trump-snow-woman-nickname-sot-ac-vpx.cnn,CNN.com,8 hours ago,Amy Klobuchar,3,2019-02-13 06:00:00
"Chris Evans mocks Trump, his base over Sen. Amy Klobuchar tweet, global 
warming",https://www.foxnews.com/entertainment/chris-evans-mocks-trump-his-base-over-tweet-about-sen-amy-klobuchar-and-global-warming,Fox News,17 hours ago,Amy Klobuchar,8,2019-02-13 06:00:00
"Amy Klobuchar Is Running for President in 2020. Here's Where She Stands on 
8 Important Issues.",https://www.elle.com/culture/career-politics/a26293196/amy-klobuchar-presidential-election-2020-issues/,Elle,11 hours ago,Amy Klobuchar,6,2019-02-13 06:00:00
"2020 presidential contender Amy Klobuchar doesn't deny 'throwing' a binder 
amid reports of anger issues among staffers",https://www.businessinsider.com/amy-klobuchar-throwing-binder-office-staffers-minnesota-2019-2,Business Insider,9 hours ago,Amy Klobuchar,4,2019-02-13 06:00:00
Amy Klobuchar's presidential campaign is doomed,https://theweek.com/articles/823243/amy-klobuchars-presidential-campaign-doomed,The Week,20 hours ago,Amy Klobuchar,9,2019-02-13 06:00:00
"The 2020 Democratic announcements, ranked",https://www.cnn.com/2019/02/11/politics/2020-democratic-announcements-kamala-harris-amy-klobuchar-cory-booker/index.html,CNN.com,23 hours ago,Amy Klobuchar,10,2019-02-13 06:00:00
Dems gunning for Trump fear 2020 split over Israel,https://www.politico.com/story/2019/02/12/democrats-israel-2020-1166291,Politico,15 hours ago,Amy Klobuchar,7,2019-02-13 06:00:00
"Sarah Silverman rips Trump in expletive-filled tweet about Sen. Amy 
Klobuchar",https://www.foxnews.com/entertainment/sarah-silverman-rips-trump-in-expletive-filled-tweet-about-sen-amy-klobuchar,Fox News,15 hours ago,Amy Klobuchar,1,2019-02-13 06:00:00
"Amy Klobuchar rumor inspired Veep joke about a staffer shaving Selina 
Meyer's legs.",https://slate.com/news-and-politics/2019/02/veep-amy-klobuchar-leg-shaving-rumor.html,Slate Magazine,19 hours ago,Amy Klobuchar,2,2019-02-13 06:00:00
"Klobuchar: 'I don't remember' conversation with Reid over alleged staff 
mistreatment | TheHill",https://thehill.com/homenews/senate/429728-klobuchar-i-dont-remember-conversation-with-reid-over-alleged-staff,The Hill,9 hours ago,Amy Klobuchar,5,2019-02-13 06:00:00
Don Lemon to moderate Klobuchar CNN Town Hall next week | TheHill,https://thehill.com/homenews/media/429775-don-lemon-to-moderate-klobuchar-cnn-town-hall-next-week,The Hill,2 hours ago,Amy Klobuchar,4,2019-02-13 12:00:00
"Amy Klobuchar Is Running for President in 2020. Here's Where She Stands on 
8 Important Issues.",https://www.elle.com/culture/career-politics/a26293196/amy-klobuchar-presidential-election-2020-issues/,Elle,17 hours ago,Amy Klobuchar,7,2019-02-13 12:00:00
"2020 presidential contender Amy Klobuchar doesn't deny 'throwing' a binder 
amid reports of anger issues among staffers",https://www.businessinsider.com/amy-klobuchar-throwing-binder-office-staffers-minnesota-2019-2,Business Insider,15 hours ago,Amy Klobuchar,6,2019-02-13 12:00:00
Amy Klobuchar's presidential campaign is doomed,https://theweek.com/articles/823243/amy-klobuchars-presidential-campaign-doomed,The Week,1 day ago,Amy Klobuchar,9,2019-02-13 12:00:00
"The 2020 Democratic announcements, ranked",https://www.cnn.com/2019/02/11/politics/2020-democratic-announcements-kamala-harris-amy-klobuchar-cory-booker/index.html,CNN.com,1 day ago,Amy Klobuchar,10,2019-02-13 12:00:00
Henry Olsen: Democrat Amy Klobuchar is Trump's worst nightmare,https://www.sltrib.com/opinion/commentary/2019/02/11/henry-olsen-democrat-amy/,Salt Lake Tribune,8 mins ago,Amy Klobuchar,3,2019-02-13 12:00:00
"Klobuchar downplays Green New Deal as 'aspirational,' addresses 
binder-tossing report",https://www.foxnews.com/politics/klobuchar-downplays-green-new-deal-aspirational-question-binder-tossing,Fox News,16 hours ago,Amy Klobuchar,1,2019-02-13 12:00:00
"Sarah Silverman rips Trump in expletive-filled tweet about Sen. Amy 
Klobuchar",https://www.foxnews.com/entertainment/sarah-silverman-rips-trump-in-expletive-filled-tweet-about-sen-amy-klobuchar,Fox News,21 hours ago,Amy Klobuchar,8,2019-02-13 12:00:00
Klobuchar: Have learned how to deal with Trump,https://www.cnn.com/videos/politics/2019/02/13/amy-klobuchar-interview-trump-snow-woman-nickname-sot-ac-vpx.cnn,CNN.com,14 hours ago,Amy Klobuchar,5,2019-02-13 12:00:00
"Amy Klobuchar rumor inspired Veep joke about a staffer shaving Selina 
Meyer's legs.",https://slate.com/news-and-politics/2019/02/veep-amy-klobuchar-leg-shaving-rumor.html,Slate Magazine,1 day ago,Amy Klobuchar,2,2019-02-13 12:00:00
"2020 presidential contender Amy Klobuchar doesn't deny 'throwing' a binder 
amid reports of anger issues among staffers",https://www.businessinsider.com/amy-klobuchar-throwing-binder-office-staffers-minnesota-2019-2,Business Insider,21 hours ago,Amy Klobuchar,9,2019-02-13 18:00:00
"Klobuchar May Be a Bad Boss. That Shouldn’t Disqualify Her From the 
Presidency.",https://slate.com/news-and-politics/2019/02/klobuchar-bad-boss-good-president.html,Slate,5 hours ago,Amy Klobuchar,2,2019-02-13 18:00:00
'Never Trump' conservatives can't be tempted by Amy Klobuchar,https://www.washingtonexaminer.com/opinion/never-trump-conservatives-cant-be-tempted-by-amy-klobuchar,Washington Examiner,4 hours ago,Amy Klobuchar,4,2019-02-13 18:00:00
The unaddressed sins of Kamala Harris and Amy Klobuchar,https://theweek.com/articles/823425/unaddressed-sins-kamala-harris-amy-klobuchar,The Week,12 hours ago,Amy Klobuchar,7,2019-02-13 18:00:00
'Veep' joke about shaving a lawmaker's legs inspired by Amy Klobuchar rumor,https://www.washingtonexaminer.com/news/veep-joke-about-shaving-a-lawmakers-legs-inspired-by-amy-klobuchar-rumor,Washington Examiner,4 hours ago,Amy Klobuchar,5,2019-02-13 18:00:00
The Hidden Sexism Behind the Amy Klobuchar Reports,https://www.politico.com/magazine/story/2019/02/13/amy-klobuchar-sexism-jennifer-palmieri-225026,Politico,16 hours ago,Amy Klobuchar,1,2019-02-13 18:00:00
"Klobuchar says progressive proposals like 'Medicare-for-All' and Green New 
Deal are 'aspirations'",https://www.cnn.com/2019/02/12/politics/klobuchar-green-new-deal-ac360-cnntv/index.html,CNN.com,19 hours ago,Amy Klobuchar,8,2019-02-13 18:00:00
Klobuchar on Fox News: Dems have to go where it’s 'uncomfortable' | TheHill,https://thehill.com/homenews/media/429759-klobuchar-on-fox-news-dems-have-to-go-where-its-uncomfortable,The Hill,9 hours ago,Amy Klobuchar,6,2019-02-13 18:00:00
Everyone Is Getting the Amy Klobuchar Story Wrong,https://splinternews.com/everyone-is-getting-the-amy-klobuchar-story-wrong-1832561310,Splinter,2 hours ago,Amy Klobuchar,3,2019-02-13 18:00:00
"Klobuchar downplays Green New Deal as 'aspirational,' addresses 
binder-tossing report",https://www.foxnews.com/politics/klobuchar-downplays-green-new-deal-aspirational-question-binder-tossing,Fox News,22 hours ago,Amy Klobuchar,10,2019-02-13 18:00:00
"Klobuchar: 'I don't remember' conversation with Reid over alleged staff 
mistreatment | TheHill",https://thehill.com/homenews/senate/429728-klobuchar-i-dont-remember-conversation-with-reid-over-alleged-staff,The Hill,1 day ago,Amy Klobuchar,9,2019-02-14 00:00:00
Everyone Is Getting the Amy Klobuchar Story Wrong,https://splinternews.com/everyone-is-getting-the-amy-klobuchar-story-wrong-1832561310,Splinter,8 hours ago,Amy Klobuchar,4,2019-02-14 00:00:00
'Veep' joke about shaving a lawmaker's legs inspired by Amy Klobuchar rumor,https://www.washingtonexaminer.com/news/veep-joke-about-shaving-a-lawmakers-legs-inspired-by-amy-klobuchar-rumor,Washington Examiner,10 hours ago,Amy Klobuchar,6,2019-02-14 00:00:00
The unaddressed sins of Kamala Harris and Amy Klobuchar,https://theweek.com/articles/823425/unaddressed-sins-kamala-harris-amy-klobuchar,The Week,18 hours ago,Amy Klobuchar,7,2019-02-14 00:00:00
The Hidden Sexism Behind the Amy Klobuchar Reports,https://www.politico.com/magazine/story/2019/02/13/amy-klobuchar-sexism-jennifer-palmieri-225026,Politico,22 hours ago,Amy Klobuchar,8,2019-02-14 00:00:00
Amy Klobuchar reportedly threw office supplies at employees during outbursts,https://nypost.com/2019/02/13/amy-klobuchar-reportedly-threw-offices-supplies-at-employees-during-outbursts/,New York Post,4 hours ago,Amy Klobuchar,3,2019-02-14 00:00:00
'Never Trump' conservatives can't be tempted by Amy Klobuchar,https://www.washingtonexaminer.com/opinion/never-trump-conservatives-cant-be-tempted-by-amy-klobuchar,Washington Examiner,10 hours ago,Amy Klobuchar,5,2019-02-14 00:00:00
"Klobuchar downplays Green New Deal as 'aspirational,' addresses 
binder-tossing report",https://www.foxnews.com/politics/klobuchar-downplays-green-new-deal-aspirational-question-binder-tossing,Fox News,1 day ago,Amy Klobuchar,10,2019-02-14 00:00:00
"Klobuchar says progressive proposals like 'Medicare-for-All' and Green New 
Deal are 'aspirations'",https://www.cnn.com/2019/02/12/politics/klobuchar-green-new-deal-ac360-cnntv/index.html,CNN.com,1 day ago,Amy Klobuchar,2,2019-02-14 00:00:00
The Democratic Primary Is About to Get a Center Lane,https://slate.com/news-and-politics/2019/02/centrist-democrats-2020-amy-klobuchar-sherrod-brown.html,Slate,5 hours ago,Amy Klobuchar,1,2019-02-14 00:00:00
Everyone Is Getting the Amy Klobuchar Story Wrong,https://splinternews.com/everyone-is-getting-the-amy-klobuchar-story-wrong-1832561310,Splinter,14 hours ago,Amy Klobuchar,5,2019-02-14 06:00:00
"Klobuchar downplays Green New Deal as 'aspirational,' addresses 
binder-tossing report",https://www.foxnews.com/politics/klobuchar-downplays-green-new-deal-aspirational-question-binder-tossing,Fox News,1 day ago,Amy Klobuchar,10,2019-02-14 06:00:00
"Klobuchar says progressive proposals like 'Medicare-for-All' and Green New 
Deal are 'aspirations'",https://www.cnn.com/2019/02/12/politics/klobuchar-green-new-deal-ac360-cnntv/index.html,CNN.com,1 day ago,Amy Klobuchar,2,2019-02-14 06:00:00
'Never Trump' conservatives can't be tempted by Amy Klobuchar,https://www.washingtonexaminer.com/opinion/never-trump-conservatives-cant-be-tempted-by-amy-klobuchar,Washington Examiner,16 hours ago,Amy Klobuchar,6,2019-02-14 06:00:00
"Klobuchar: 'I don't remember' conversation with Reid over alleged staff 
mistreatment | TheHill",https://thehill.com/homenews/senate/429728-klobuchar-i-dont-remember-conversation-with-reid-over-alleged-staff,The Hill,1 day ago,Amy Klobuchar,9,2019-02-14 06:00:00
The Hidden Sexism Behind the Amy Klobuchar Reports,https://www.politico.com/magazine/story/2019/02/13/amy-klobuchar-sexism-jennifer-palmieri-225026,Politico,1 day ago,Amy Klobuchar,1,2019-02-14 06:00:00
Amy Klobuchar reportedly threw office supplies at employees during outbursts,https://nypost.com/2019/02/13/amy-klobuchar-reportedly-threw-offices-supplies-at-employees-during-outbursts/,New York Post,10 hours ago,Amy Klobuchar,4,2019-02-14 06:00:00
"Klobuchar May Be a Bad Boss. That Shouldn’t Disqualify Her From the 
Presidency.",https://slate.com/news-and-politics/2019/02/klobuchar-bad-boss-good-president.html,Slate,17 hours ago,Amy Klobuchar,7,2019-02-14 06:00:00
"Amy Klobuchar Being a Terrible Boss Does, Actually, Matter",https://www.thedailybeast.com/amy-klobuchar-being-a-terrible-boss-does-actually-matter,The Daily Beast,46 mins ago,Amy Klobuchar,3,2019-02-14 06:00:00
The unaddressed sins of Kamala Harris and Amy Klobuchar,https://theweek.com/articles/823425/unaddressed-sins-kamala-harris-amy-klobuchar,The Week,1 day ago,Amy Klobuchar,8,2019-02-14 06:00:00
"Klobuchar downplays Green New Deal as 'aspirational,' addresses 
binder-tossing report",https://www.foxnews.com/politics/klobuchar-downplays-green-new-deal-aspirational-question-binder-tossing,Fox News,1 day ago,Amy Klobuchar,10,2019-02-14 12:00:00
"Klobuchar says progressive proposals like 'Medicare-for-All' and Green New 
Deal are 'aspirations'",https://www.cnn.com/2019/02/12/politics/klobuchar-green-new-deal-ac360-cnntv/index.html,CNN.com,1 day ago,Amy Klobuchar,9,2019-02-14 12:00:00
The unaddressed sins of Kamala Harris and Amy Klobuchar,https://theweek.com/articles/823425/unaddressed-sins-kamala-harris-amy-klobuchar,The Week,1 day ago,Amy Klobuchar,7,2019-02-14 12:00:00
Democrats should take a good look at Amy Klobuchar,https://www.economist.com/united-states/2019/02/16/democrats-should-take-a-good-look-at-amy-klobuchar,The Economist,1 hour ago,Amy Klobuchar,3,2019-02-14 12:00:00
Everyone Is Getting the Amy Klobuchar Story Wrong,https://splinternews.com/everyone-is-getting-the-amy-klobuchar-story-wrong-1832561310,Splinter,20 hours ago,Amy Klobuchar,2,2019-02-14 12:00:00
Amy Klobuchar reportedly threw office supplies at employees during outbursts,https://nypost.com/2019/02/13/amy-klobuchar-reportedly-threw-offices-supplies-at-employees-during-outbursts/,New York Post,16 hours ago,Amy Klobuchar,4,2019-02-14 12:00:00
The Hidden Sexism Behind the Amy Klobuchar Reports,https://www.politico.com/magazine/story/2019/02/13/amy-klobuchar-sexism-jennifer-palmieri-225026,Politico,1 day ago,Amy Klobuchar,8,2019-02-14 12:00:00
'Veep' joke about shaving a lawmaker's legs inspired by Amy Klobuchar rumor,https://www.washingtonexaminer.com/news/veep-joke-about-shaving-a-lawmakers-legs-inspired-by-amy-klobuchar-rumor,Washington Examiner,22 hours ago,Amy Klobuchar,5,2019-02-14 12:00:00
The Democratic Primary Is About to Get a Center Lane,https://slate.com/news-and-politics/2019/02/centrist-democrats-2020-amy-klobuchar-sherrod-brown.html,Slate,17 hours ago,Amy Klobuchar,1,2019-02-14 12:00:00
Klobuchar on Fox News: Dems have to go where it’s 'uncomfortable' | TheHill,https://thehill.com/homenews/media/429759-klobuchar-on-fox-news-dems-have-to-go-where-its-uncomfortable,TheHill,1 day ago,Amy Klobuchar,6,2019-02-14 12:00:00
The Hidden Sexism Behind the Amy Klobuchar Reports,https://www.politico.com/magazine/story/2019/02/13/amy-klobuchar-sexism-jennifer-palmieri-225026,Politico,1 day ago,Amy Klobuchar,2,2019-02-14 18:00:00
Everyone Is Getting the Amy Klobuchar Story Wrong,https://splinternews.com/everyone-is-getting-the-amy-klobuchar-story-wrong-1832561310,Splinter,1 day ago,Amy Klobuchar,6,2019-02-14 18:00:00
"Klobuchar says progressive proposals like 'Medicare-for-All' and Green New 
Deal are 'aspirations'",https://www.cnn.com/2019/02/12/politics/klobuchar-green-new-deal-ac360-cnntv/index.html,CNN.com,1 day ago,Amy Klobuchar,10,2019-02-14 18:00:00
The unaddressed sins of Kamala Harris and Amy Klobuchar,https://theweek.com/articles/823425/unaddressed-sins-kamala-harris-amy-klobuchar,The Week,1 day ago,Amy Klobuchar,9,2019-02-14 18:00:00
"Amy Klobuchar may be Minnesota's most popular politician. But how popular 
is she in Minnesota's Trump country?",https://www.minnpost.com/national/2019/02/amy-klobuchar-may-be-minnesotas-most-popular-politician-but-how-popular-is-she-in-minnesotas-trump-country/,MinnPost,11 hours ago,Amy Klobuchar,4,2019-02-14 18:00:00
